"last_name, first_name","player_id","year","p_formatted_ip","p_era","pitch_hand","n","n_ff_formatted","n_sl_formatted","n_ch_formatted","n_cu_formatted","n_si_formatted","n_fc_formatted","n_fs_formatted","n_kn_formatted","n_st_formatted","n_sv_formatted","n_fo_formatted","n_sc_formatted","n_fastball_formatted","n_breaking_formatted","n_offspeed_formatted"
"Webb, Logan","657277","2021","148.1","3.03","R","2214","9.8",,"23.6",,"37.8","1.1",,,"27.7",,,,"48.7","27.7","23.6"
"Ohtani, Shohei","660271","2021","130.1","3.18","R","2027","44","0.3",,"3.4",,"12.3","18.1",,"21.9",,,,"56.3","25.6","18.1"
"Bubic, Kris","663460","2021","130.0","4.43","L","2202","52",,"30.8","17.2",,,,,,,,,"52","17.2","30.8"
"Allard, Kolby","663465","2021","124.2","5.41","L","2054","47.3",,"16.8","11.1","0.4","24.4",,,,,,,"72.1","11.1","16.8"
"Mize, Casey","663554","2021","150.1","3.71","R","2357","29.7","28.1",,"6.7","22.3",,"13.2",,,,,,"52","34.8","13.2"
"McClanahan, Shane","663556","2021","123.1","3.43","L","1954","40.9","34.6","8","16.5",,,,,,,,,"40.9","51.1","8"
"Singer, Brady","663903","2021","128.1","4.91","R","2287","0.3","38.2","3.8",,"57.7",,,,,,,,"58","38.2","3.8"
"Brubaker, JT","664141","2021","124.1","5.36","R","1944","24.5","34.2","6.3","10.4","24.6",,,,,,,,"49.1","44.6","6.3"
"Valdez, Framber","664285","2021","134.2","3.14","L","2090","5",,"12.1","30.8","52.1",,,,,,,,"57.1","30.8","12.1"
"Anderson, Ian","666120","2021","128.1","3.58","R","2175","47.1",,"31.4","20.4","0.3",,,,"0.8",,,,"47.4","21.1","31.4"
"Plesac, Zach","668676","2021","142.2","4.67","R","2205","41.8","23.1","24.2","10.9",,,,,,,,,"41.8","34","24.2"
"Gallen, Zac","668678","2021","121.1","4.30","R","2102","53.7","8.4","16.7","12.5","0.4","8.3",,,,,,,"62.5","20.9","16.7"
"Burnes, Corbin","669203","2021","167.0","2.43","R","2594","1.3","9.2","9.6","18.3","9.4","52.2",,,,,,,"62.9","27.4","9.6"
"Gilbert, Logan","669302","2021","119.1","4.68","R","2125","61.5","23.6","7.7","7.2",,,,,,,,,"61.5","30.8","7.7"
"Skubal, Tarik","669373","2021","149.1","4.34","L","2547","42.8","22.8","12.1","6.8","12.9","0.3","2.3",,,,,,"56","29.6","14.4"
"Rogers, Trevor","669432","2021","133.0","2.64","L","2169","57.7","14.8","27.4",,"0",,,,,,,,"57.7","14.8","27.4"
"Garcia, Luis","677651","2021","155.1","3.48","R","2502","44.7","12.5","11","9.4",,"22.4",,,,,,,"67.1","21.9","11"
"Wainwright, Adam","425794","2022","191.2","3.71","R","3133","9.4","0.1","6","31.7","27.8","25",,,,,,,"62.2","31.8","6"
"Greinke, Zack","425844","2022","137.0","3.68","R","2272","38.3","7.4","16.5","20.3","2.2","15.3",,,,,,,"55.8","27.7","16.5"
"Verlander, Justin","434378","2022","175.0","1.75","R","2607","50.4","28.3","2.4","18.8",,,,,,,,,"50.4","47.1","2.4"
"Kluber, Corey","446372","2022","164.0","4.34","R","2454","1.5",,"10.3","27.3","26.8","34.2",,,,,,,"62.5","27.3","10.3"
"Hill, Rich","448179","2022","124.1","4.27","L","1990","35.6",,"4.2","36.5","0.2","12.9",,,"10.6",,,,"48.6","47.1","4.2"
"Morton, Charlie","450203","2022","172.0","4.34","R","2903","33.7",,"8.5","38","10.5","9.3",,,,,,,"53.5","38","8.5"
"Scherzer, Max","453286","2022","145.1","2.29","R","2167","45.4","23.4","12.6","9.2",,"9.4",,,,,,,"54.8","32.7","12.6"
"Cueto, Johnny","456501","2022","158.1","3.35","R","2372","19.8","16.4","20.1","0.6","23.2","19.8",,,,,,,"62.8","17.1","20.1"
"Lynn, Lance","458681","2022","121.2","3.99","R","2022","45.9","2.5","3.8","8.6","13.2","26.1",,,,,,,"85.1","11.1","3.8"
"Carrasco, Carlos","471911","2022","152.0","3.97","R","2412","35.5","24.5","24.6","4.1","11.4",,,,,,,,"46.8","28.6","24.6"
"Quintana, Jose","500779","2022","165.2","2.93","L","2724","36",,"19.5","22","16.4",,,,,"6.2",,,"52.4","28.1","19.5"
"Gibson, Kyle","502043","2022","167.2","5.05","R","2739","11.9","17.1","10.8","7","28.1","21.5",,,"3.6",,,,"61.6","27.7","10.8"
"Cobb, Alex","502171","2022","149.2","3.73","R","2418","0.2","0",,"15.3","41.9",,"42.5",,,,,,"42.1","15.3","42.5"
"Darvish, Yu","506433","2022","194.2","3.10","R","2971","25.5","31.5",,"7.3","8.5","4.3","7.4",,"15.4",,,,"38.4","54.2","7.4"
"Bumgarner, Madison","518516","2022","158.2","4.88","L","2715","32","0.2","11.3","18.7","1.5","36.3",,,,,,,"69.8","18.9","11.3"
"Kelly, Merrill","518876","2022","200.1","3.37","R","3070","30.8","0.2","21.3","13.5","17.5","16.7",,,,,,,"65","13.7","21.3"
"Pérez, Martín","527048","2022","196.1","2.89","L","2979","8","1.4","27.6","3.5","35.2","24.3",,,,,,,"67.5","4.9","27.6"
"Anderson, Tyler","542881","2022","178.2","2.57","L","2576","38",,"31.6","1.2","7.1","22",,,,,,,"67.1","1.2","31.6"
"Cole, Gerrit","543037","2022","200.2","3.50","R","3274","51.9","22.6","8.4","10.8",,"6.4",,,,,,,"58.2","33.4","8.4"
"Lyles, Jordan","543475","2022","179.0","4.42","R","2988","31.8",,"10.7","13.4","17.6","2.6",,,"24",,,,"52","37.3","10.7"
"Stripling, Ross","548389","2022","134.1","3.01","R","2033","33.7","21.9","27.2","9.6","7.5",,,,,,,,"41.2","31.6","27.2"
"Wheeler, Zack","554430","2022","153.0","2.82","R","2358","42.3",,"1.8","11.9","17.1","26.9",,,,,,,"86.3","11.9","1.8"
"Corbin, Patrick","571578","2022","152.2","6.31","L","2623","16.9","29.4","8.3","0","45.4",,,,,,,,"62.3","29.4","8.3"
"Mikolas, Miles","571945","2022","202.1","3.29","R","3152","27.3","25.4","4","21.1","22.2",,,,,,,,"49.5","46.5","4"
"Stroman, Marcus","573186","2022","138.2","3.50","R","2181","8.5","5.1",,,"40.2","10.5","12",,,"23.8",,,"59.2","28.8","12"
"Gausman, Kevin","592332","2022","174.2","3.35","R","2783","48.8","14.4","1.3",,,,"35.5",,,,,,"48.8","14.4","36.8"
"Gray, Jon","592351","2022","127.1","3.96","R","2062","50.5","0.5","9.3","4.1",,,,,"35.5",,,,"50.5","40.2","9.3"
"Ray, Robbie","592662","2022","189.0","3.71","L","3047","39.3","37.2","0.7","1.9","20.9",,,,,,,,"60.2","39.1","0.7"
"Syndergaard, Noah","592789","2022","134.2","3.94","R","2021","14.7","17.4","19.7","14.3","32.2","1.6","0",,,,,,"48.5","31.7","19.7"
"Taillon, Jameson","592791","2022","177.1","3.91","R","2799","35.6","18.7","8.4","14.8","11","11.3",,,"0.1",,,,"57.9","33.6","8.4"
"Walker, Taijuan","592836","2022","157.1","3.49","R","2499","29.8","16",,"8.7","11","6.8","27.6",,"0.1",,,,"47.7","24.8","27.6"
"Montas, Frankie","593423","2022","144.1","4.05","R","2327","28.4","15.6",,,"22.2","8.3","25.5",,,,,,"59","15.6","25.5"
"Gonzales, Marco","594835","2022","183.0","4.13","L","2836","36.6",,"30.5","13.4",,"19.5",,,,,,,"56.1","13.4","30.5"
"Gomber, Austin","596295","2022","124.2","5.56","L","2059","40.6","24.6","17.6","17.1","0.1",,,,,,,,"40.7","41.7","17.6"
"Pivetta, Nick","601713","2022","179.2","4.56","R","3082","51","2.8","0","27",,"16.9","2.2",,,,,,"67.9","29.8","2.3"
"Bassitt, Chris","605135","2022","181.2","3.42","R","2886","13.1","8","6.1","13.9","33.5","17.3",,,"8.2",,,,"63.9","30.1","6.1"
"Bundy, Dylan","605164","2022","140.0","4.89","R","2180","39.7","24","18.7","10.6","7",,,,,,,,"46.7","34.6","18.7"
"Davies, Zach","605200","2022","134.1","4.09","R","2291","4.7","1","33.3","5.8","49.6","5.6",,,,,,,"59.9","6.9","33.3"
"Musgrove, Joe","605397","2022","181.0","2.93","R","2833","24","24.6","6.3","18.9","6.8","19.5",,,,,,,"50.2","43.5","6.3"
"Nola, Aaron","605400","2022","205.0","3.25","R","3039","33.4",,"14.7","26.5","18.8","6.5",,,,,,,"58.7","26.5","14.7"
"Snell, Blake","605483","2022","128.0","3.38","L","2341","55.5","24.3","5","15.1",,,,,,,,,"55.5","39.4","5"
"Springs, Jeffrey","605488","2022","135.1","2.46","L","2149","40.4","24.8","34.7",,"0.1",,,,,,,,"40.5","24.8","34.7"
"Thompson, Zach","605507","2022","121.2","5.18","R","2078","16.2",,"8.5","20.9","21.1","33.3",,,,,,,"70.6","20.9","8.5"
"Woodruff, Brandon","605540","2022","153.1","3.05","R","2538","38.5","11.3","16.3","12.6","21.4",,,,,,,,"59.9","23.8","16.3"
"Rodón, Carlos","607074","2022","178.0","2.88","L","2985","61.2","31.1","2","5.7",,,,,,,,,"61.2","36.9","2"
"Fedde, Erick","607200","2022","127.0","5.81","R","2420",,,"3.6","28.8","39.9","27.6",,,,,,,"67.6","28.8","3.6"
"Freeland, Kyle","607536","2022","174.2","4.53","L","2839","23.7","22","13.7","18.2","22.4",,,,,,,,"46.1","40.2","13.7"
"Fried, Max","608331","2022","185.1","2.48","L","2817","32.5","18.4","14.1","21.5","13.3",,,,"0.1",,,,"45.8","40.1","14.1"
"Giolito, Lucas","608337","2022","161.2","4.90","R","2753","47.7","23.6","25.5","3.2",,,,,,,,,"47.7","26.8","25.5"
"Irvin, Cole","608344","2022","181.0","3.98","L","2610","37.5",,"18.3","20.7","21.5","2",,,,,,,"61","20.7","18.3"
"Wacha, Michael","608379","2022","127.1","3.32","R","1949","33",,"29.8","7.4","12.6","17.2",,,,,,,"62.8","7.4","29.8"
"Márquez, Germán","608566","2022","181.2","4.95","R","2839","30","20.9","3","22.1","24.1",,,,,,,,"54","42.9","3"
"Quantrill, Cal","615698","2022","186.1","3.38","R","2919","2.7",,"11.9","4.3","45.1","36",,,,,,,"83.9","4.3","11.9"
"Kaprielian, James","621076","2022","134.0","4.23","R","2230","48.9","23","10.1","12.5","5.5",,,,,,,,"54.4","35.5","10.1"
"Berríos, José","621244","2022","172.0","5.23","R","2721","27.7",,"15.4",,"25.9",,,,,"30.9",,,"53.7","30.9","15.4"
"Wood, Alex","622072","2022","130.2","5.10","L","2239",,"36","18.5",,"45.5",,,,,,,,"45.5","36","18.5"
"Castillo, Luis","622491","2022","150.1","2.99","R","2506","32.9","21.1","22.3",,"23.7",,,,,,,,"56.7","21.1","22.3"
"Flexen, Chris","623167","2022","137.2","3.73","R","2204","39.4","6.1","16.1","3.6","0.1","32.5",,,"2.1",,,,"72.1","11.8","16.1"
"Suárez, Ranger","624133","2022","155.1","3.65","L","2564","17.7","3.4","21.4","7.8","40.2","9.4",,,,,,,"67.3","11.3","21.4"
"Urías, Julio","628711","2022","175.0","2.16","L","2622","49.2",,"17.5",,,,,,,"33.3",,,"49.2","33.3","17.5"
"Manaea, Sean","640455","2022","158.0","4.96","L","2482","51.5","13.1","24.6","0.1","9.5",,,,"1.3",,,,"60.9","14.5","24.6"
"López, Pablo","641154","2022","180.0","3.75","R","2910","38.9",,"35.4","8.1","8.1","9.6",,,,,,,"56.6","8.1","35.4"
"Cortes Jr., Nestor","641482","2022","158.1","2.44","L","2465","43.8",,"4.4","0.3","3.1","29.8",,,"18.6",,,,"76.7","18.9","4.4"
"Dunning, Dane","641540","2022","153.1","4.46","R","2547","0.1","26.6","20.2","0","39.9","11.9",,,"1.3",,,,"51.9","27.9","20.2"
"Hudson, Dakota","641712","2022","139.2","4.45","R","2253","20.2","26.3","4","13.6","36",,,,,,,,"56.1","39.9","4"
"Keller, Brad","641745","2022","139.2","5.09","R","2275","35.3","34.7","5.8","1.5","22.7",,,,,,,,"58.1","36.2","5.8"
"Kuhl, Chad","641771","2022","137.0","5.72","R","2372","2.5","36.7","7.2","11.5","42.2",,,,,,,,"44.6","48.2","7.2"
"Lauer, Eric","641778","2022","158.2","3.69","L","2676","43.9","17.3","3.1","15.9",,"19.8",,,,,,,"63.8","33.2","3.1"
"Mahle, Tyler","641816","2022","120.2","4.40","R","2101","52","11.4",,,,"12.9","23.6",,,,,,"65","11.4","23.6"
"Alcantara, Sandy","645261","2022","228.2","2.28","R","3247","25.1","22","27.6","0.3","25",,,,,,,,"50.1","22.3","27.6"
"Cease, Dylan","656302","2022","184.0","2.20","R","3120","39.8","42.9","2.4","13.9","1",,,,,,,,"40.7","56.8","2.4"
"Keller, Mitch","656605","2022","159.0","3.91","R","2661","33.3","6.3","6.5","15.4","22.2",,,,"16.2",,,,"55.5","38","6.5"
"Montgomery, Jordan","656756","2022","178.1","3.48","L","2715","17.1",,"22.2","22.3","34.6","3.8",,,,,,,"55.5","22.3","22.2"
"Rasmussen, Drew","656876","2022","146.0","2.84","R","2238","35.7","0.5",,"4.4","3.9","32.5",,,"23",,,,"72.1","27.9",
"Steele, Justin","657006","2022","119.0","3.18","L","2032","56.4","31.1","2.1","2.6","7.8",,,,,,,,"64.2","33.7","2.1"
"Wright, Kyle","657140","2022","180.1","3.19","R","2697","19.3","7.2","15.5","34.1","23.9",,,,,,,,"43.2","41.3","15.5"
"Otto Jr., Glenn","657248","2022","135.2","4.64","R","2229","23.2",,"7.5","15","26.8",,,,"27.5",,,,"50","42.5","7.5"
"Webb, Logan","657277","2022","192.1","2.90","R","3006","3.2",,"31.1",,"32.9",,,,"32.7",,,,"36.2","32.7","31.1"
"Ryan, Joe","657746","2022","147.0","3.55","R","2391","60.3","16.9","10","6.8",,,"2.3",,"3.7",,,,"60.3","27.4","12.3"
"Ohtani, Shohei","660271","2022","166.0","2.33","R","2629","27.3","2.4",,"8.5","3.7","8.9","11.9",,"37.4",,,,"39.9","48.3","11.9"
"Bubic, Kris","663460","2022","129.0","5.58","L","2262","50.5",,"27.8","21.7",,,,,,,,,"50.5","21.7","27.8"
"McKenzie, Triston","663474","2022","191.1","2.96","R","2807","56.1","21.9",,"21.9",,,,,,,,,"56.1","43.9",
"McClanahan, Shane","663556","2022","166.1","2.54","L","2463","35.6","15.4","25.4","23.5",,,,,,,,,"35.6","39","25.4"
"Lynch IV, Daniel","663738","2022","131.2","5.13","L","2435","42.8","29.6","18.2","6","3.4",,,,,,,,"46.2","35.6","18.2"
"Sandoval, Patrick","663776","2022","148.2","2.91","L","2456","22.8","29.2","24.6","9.2","14.2",,,,,,,,"37","38.4","24.6"
"Singer, Brady","663903","2022","153.1","3.23","R","2376","0.5","38","7.7",,"53.8",,,,,,,,"54.3","38","7.7"
"Brubaker, JT","664141","2022","144.0","4.69","R","2381","5.9","31","5.1","16","41.9",,,,,,,,"47.8","47.1","5.1"
"Valdez, Framber","664285","2022","201.1","2.82","L","3018","3.6","10.1","9.2","28.2","48.9",,,,,,,,"52.5","38.3","9.2"
"Javier, Cristian","664299","2022","148.2","2.54","R","2554","60.1","27.6","3.9","8.4",,,,,,,,,"60.1","36","3.9"
"Urquidy, José","664353","2022","164.1","3.94","R","2640","52.7",,"14.8","14.1",,"4.8",,,"13.5",,,,"57.6","27.6","14.8"
"Kremer, Dean","665152","2022","125.1","3.23","R","1947","32.7",,"15.4","12.3","8.7","30.9",,,,,,,"72.3","12.3","15.4"
"Manoah, Alek","666201","2022","196.2","2.24","R","2949","35.8","27.1","11.2",,"25.9",,,,,,,,"61.8","27.1","11.2"
"Plesac, Zach","668676","2022","131.2","4.31","R","2150","43","24.3","22.1","10.4","0.2",,,,,,,,"43.2","34.7","22.1"
"Gallen, Zac","668678","2022","184.0","2.54","R","2935","48","0.9","14.2","21.9","0","14.9",,,,,,,"62.9","22.8","14.2"
"Greene, Hunter","668881","2022","125.2","4.44","R","2200","53.7","41","5.3",,,,,,,,,,"53.7","41","5.3"
"Wilson, Bryse","669060","2022","115.2","5.52","R","1825","23.7","11.1","9.5","13.6","32.8","3.9","5.4",,,,,,"60.4","24.7","14.8"
"Burnes, Corbin","669203","2022","202.0","2.94","R","3274","0.5","9.1","9.9","18.4","6.6","55.4",,,,,,,"62.6","27.6","9.9"
"Gilbert, Logan","669302","2022","185.2","3.20","R","3015","53.9","24.2","8","12.5","1.4",,,,,,,,"55.3","36.7","8"
"Bieber, Shane","669456","2022","200.0","2.88","R","2875","34.4","29.5","2.3","17.9",,"15.8",,,,,,,"50.3","47.4","2.3"
"Kirby, George","669923","2022","130.0","3.39","R","2092","45.4","8.9","8","13.3","12.2","12.2",,,,,,,"69.8","22.2","8"
"Detmers, Reid","672282","2022","129.0","3.77","L","2181","44.1","24","11.3","18.2","0.9",,,,"1.6",,,,"45","43.7","11.3"
"Strider, Spencer","675911","2022","131.2","2.67","R","2277","67","28.2","4.8",,,,,,,,,,"67","28.2","4.8"
"Garcia, Luis","677651","2022","157.1","3.72","R","2468","42.1","8.7","9.4","10.2","0.2","29.5",,,,,,,"71.7","18.9","9.4"
"Gray, Josiah","680686","2022","148.2","5.02","R","2596","38.9","29","2.8","24.8","4","0.5",,,,,,,"43.4","53.8","2.8"
"Bradish, Kyle","680694","2022","117.2","4.90","R","1993","44.5","29.8","8.5","12.9","4.4",,,,,,,,"48.8","42.6","8.5"
"Greinke, Zack","425844","2023","142.1","5.06","R","2219","26.6","20","16.5","14.1","15.7","7",,,,,,,"49.3","34.1","16.5"
"Verlander, Justin","434378","2023","162.1","3.22","R","2602","50","25.3","4.7","20",,,,,,,,,"50","45.3","4.7"
"Hill, Rich","448179","2023","146.1","5.41","L","2531","34.1","1.9","2.3","36.1","4.1","14.7",,,"6.9",,,,"52.9","44.9","2.3"
"Morton, Charlie","450203","2023","163.1","3.64","R","2842","31.7",,"10.3","43.2","6.8","8",,,,,,,"46.5","43.2","10.3"
"Scherzer, Max","453286","2023","152.2","3.77","R","2465","46.3","16.8","14.1","12.4",,"10.4",,,,,,,"56.7","29.2","14.1"
"Lynn, Lance","458681","2023","183.2","5.73","R","3167","43.7",,"6.9","14","12.7","22.8",,,,,,,"79.1","14","6.9"
"Kershaw, Clayton","477132","2023","131.2","2.46","L","2025","36.9","43.4","1.6","17.5","0.2",,"0.3",,,,,,"37.1","60.9","2"
"Gibson, Kyle","502043","2023","192.0","4.73","R","3038","13.4",,"17","8.4","26.1","16.6",,,"18.4",,,,"56.1","26.9","17"
"Cobb, Alex","502171","2023","151.1","3.87","R","2506","0.3","5.1",,"16.2","39.7",,"38.7",,,,,,"39.9","21.3","38.7"
"Darvish, Yu","506433","2023","136.1","4.56","R","2217","16.7","17.7","0.1","11.7","18.6","8.9","7.7",,"18.6",,,,"44.3","47.9","7.8"
"Kelly, Merrill","518876","2023","177.2","3.29","R","2803","30.1","5.5","23.1","11","12.1","18.2",,,,,,,"60.4","16.5","23.1"
"Pérez, Martín","527048","2023","141.2","4.45","L","2223","4","1","26.5","3.7","42.8","22.1",,,,,,,"68.9","4.7","26.5"
"Anderson, Tyler","542881","2023","141.0","5.43","L","2431","37.4","0.8","33.9","0.2","5.5","22.3",,,,,,,"65.2","1","33.9"
"Cole, Gerrit","543037","2023","209.0","2.63","R","3281","53","20.8","7.1","12.1",,"7",,,,,,,"60","32.9","7.1"
"Eovaldi, Nathan","543135","2023","144.0","3.63","R","2232","37.2","4",,"13.5",,"17.6","27.6",,,,,,"54.8","17.5","27.6"
"Gray, Sonny","543243","2023","184.0","2.79","R","2818","27.1",,"6.7","16.9","15.7","13.1",,,"20.5",,,,"55.9","37.4","6.7"
"Hendricks, Kyle","543294","2023","137.0","3.74","R","2107","20.5",,"41.1","3.5","34.9",,,,,,,,"55.4","3.5","41.1"
"Lyles, Jordan","543475","2023","177.2","6.28","R","2816","30.5",,"10.9","13.1","13.1","7.6",,,"24.7",,,,"51.3","37.8","10.9"
"Lorenzen, Michael","547179","2023","153.0","4.18","R","2366","34.7","23.3","21.6","1.1","12","0.9",,,"6.4",,,,"47.6","30.8","21.6"
"Wheeler, Zack","554430","2023","192.0","3.61","R","3155","43.4",,"0.4","11.4","18.1","14.4",,,"12.3",,,,"75.9","23.7","0.4"
"Corbin, Patrick","571578","2023","180.0","5.20","L","2922","16.8","35","6.4",,"41.8",,,,,,,,"58.6","35","6.4"
"Heaney, Andrew","571760","2023","147.1","4.15","L","2603","57.9","25","16.9","0.2",,,,,,,,,"57.9","25.2","16.9"
"Mikolas, Miles","571945","2023","201.1","4.78","R","3197","26","24.3","5.4","20","24.4",,,,,,,,"50.4","44.3","5.4"
"Stroman, Marcus","573186","2023","136.2","3.95","R","2203","8.2","5.1",,,"46.4","9.6","7.7",,,"23",,,"64.2","28.1","7.7"
"Kikuchi, Yusei","579328","2023","167.2","3.86","L","2817","45.1","26.1","9.7","19.1",,,,,,,,,"45.1","45.2","9.7"
"Gausman, Kevin","592332","2023","185.0","3.16","R","3069","50.9","10.2",,,,,"38.3",,"0.6",,,,"50.9","10.8","38.3"
"Gray, Jon","592351","2023","157.1","4.12","R","2393","42.4","33.5","11.6","6.2",,,,,"6.4",,,,"42.4","46","11.6"
"Smyly, Drew","592767","2023","142.1","5.00","L","2401",,,,"49.4","38.9","11.7",,,,,,,"50.6","49.4",
"Taillon, Jameson","592791","2023","154.1","4.84","R","2533","34.2","0.4","3.1","14.9","10.2","22.2",,,"15",,,,"66.6","30.3","3.1"
"Walker, Taijuan","592836","2023","172.2","4.38","R","2837","17.6",,,"5.7","23.3","17.2","33.2",,"3",,,,"58.1","8.7","33.2"
"Williams, Trevor","592866","2023","144.1","5.55","R","2622","43.2","15.5","17","6.9","14.6",,,,"2.8",,,,"57.8","25.1","17"
"Rodriguez, Eduardo","593958","2023","152.2","3.30","L","2372","45.5","7.2","18.9",,"9.3","19.1",,,,,,,"73.9","7.2","18.9"
"Weaver, Luke","596133","2023","123.2","6.40","R","2258","43.5","10.5","20","11.8",,"11",,,"3.1",,,,"54.5","25.5","20"
"Gomber, Austin","596295","2023","139.0","5.50","L","2160","43.9","20.1","18.1","16.8","1.2",,,,,,,,"45.1","36.9","18.1"
"Pivetta, Nick","601713","2023","142.2","4.04","R","2383","50.6","11.1",,"24.7",,"7.8","0.5",,"5.4",,,,"58.4","41.2","0.5"
"Bassitt, Chris","605135","2023","200.0","3.60","R","3139","9.3","4.6","6.5","12.6","39.3","15.4","3.3",,"9",,,,"64","26.2","9.8"
"Clevinger, Mike","605182","2023","131.1","3.77","R","2100","47.9","27","12.8","1.6","2.4","8.3",,,,,,,"58.6","28.6","12.8"
"Nola, Aaron","605400","2023","193.2","4.46","R","3087","29.5",,"12.6","31.6","18.8","7.5",,,,,,,"55.7","31.6","12.6"
"Snell, Blake","605483","2023","180.0","2.25","L","3168","48.6","13.1","18.4","19.8",,,,,,,,,"48.6","32.9","18.4"
"Rea, Colin","607067","2023","124.2","4.55","R","2016","19.3",,,"7.9","29.9","26.5","5.6",,"10.9",,,,"75.6","18.8","5.6"
"Freeland, Kyle","607536","2023","155.2","5.03","L","2414","18.4","23.6","12.2","17.6","28.3",,,,,,,,"46.6","41.2","12.2"
"Lugo, Seth","607625","2023","146.1","3.57","R","2376","31.9","9.1","5.9","28.7","19.9",,,,"2","2.7",,,"51.7","42.4","5.9"
"Giolito, Lucas","608337","2023","184.1","4.88","R","3190","41.9","28.2","28.3","1.5",,,,,,,,,"41.9","29.8","28.3"
"Wacha, Michael","608379","2023","134.1","3.22","R","2221","28.9","0.2","34.5","11","13.2","12.2",,,,,,,"54.3","11.2","34.5"
"Eflin, Zach","621107","2023","177.2","3.50","R","2577","6.2","0.3","5.1","26.3","31.9","26.1",,,"4.1",,,,"64.2","30.7","5.1"
"Berríos, José","621244","2023","189.2","3.65","R","2937","20.4",,"18.5",,"31.5",,,,,"29.6",,,"51.9","29.6","18.5"
"Castillo, Luis","622491","2023","197.0","3.34","R","3207","44.4","22.1","15.6",,"17.9",,,,,,,,"62.3","22.1","15.6"
"Suárez, Ranger","624133","2023","125.0","4.18","L","2023","21.5","0.5","18.4","19","28","12.6",,,,,,,"62.1","19.5","18.4"
"López, Pablo","641154","2023","194.0","3.66","R","3024","34.5",,"21.1","12.5","10.6",,,,"21.4",,,,"45.1","33.8","21.1"
"Dunning, Dane","641540","2023","172.2","3.70","R","2696","3.2","23.4","15.6","4.7","33.1","20",,,,,,,"56.3","28.1","15.6"
"France, J.P.","641585","2023","136.1","3.83","R","2202","43.1",,"15.2","13.7",,"18.9",,,"9.1",,,,"62","22.8","15.2"
"Ober, Bailey","641927","2023","144.1","3.43","R","2327","45.7","19.6","28","6.7",,,,,,,,,"45.7","26.3","28"
"Peralta, Freddy","642547","2023","165.2","3.86","R","2839","51.2","21.8","14.6","12.4",,,,,,,,,"51.2","34.2","14.6"
"Alcantara, Sandy","645261","2023","184.2","4.14","R","2721","21.3","20.1","27.3","2.2","29",,,,,,,,"50.3","22.3","27.3"
"Civale, Aaron","650644","2023","122.1","3.46","R","2008","12.3","5.8",,"24.4","18.5","37.2","1.7",,"0.1",,,,"68","30.3","1.7"
"Canning, Griffin","656288","2023","127.0","4.32","R","2084","34.8","29.9","21.2","13.4","0.6",,,,,,,,"35.5","43.3","21.2"
"Cease, Dylan","656302","2023","177.0","4.58","R","3262","43.2","38.6","3","15.2",,,,,,,,,"43.2","53.8","3"
"Flaherty, Jack","656427","2023","144.1","4.99","R","2633","41.7","24.8","3.2","19.4","2.1","8.8",,,,,,,"52.6","44.2","3.2"
"Keller, Mitch","656605","2023","194.1","4.21","R","3119","26.1",,"2.8","8","22.8","24.3",,,"16.1",,,,"73.1","24","2.8"
"Kopech, Michael","656629","2023","129.1","5.43","R","2430","61.4","27.2","7.4","4",,,,,,,,,"61.4","31.2","7.4"
"Megill, Tylor","656731","2023","126.1","4.70","R","2235","55.7","20.6","14.9","8.6",,,"0.2",,,,,,"55.7","29.2","15.1"
"Montgomery, Jordan","656756","2023","188.2","3.20","L","2920","10.6",,"23","22.2","42.6","1.6",,,,,,,"54.9","22.2","23"
"Steele, Justin","657006","2023","173.1","3.06","L","2678","62.6","33.9","1","0.7","1.8",,,,,,,,"64.4","34.6","1"
"Webb, Logan","657277","2023","216.0","3.25","R","3182","3.7",,"41.6",,"33.6",,,,"21.2",,,,"37.2","21.2","41.6"
"Schmidt, Clarke","657376","2023","159.0","4.64","R","2712",,,"1.5","19.1","24.1","27.9",,,"27.4",,,,"52","46.5","1.5"
"Ryan, Joe","657746","2023","161.2","4.51","R","2683","56.9","4.5",,,,,"27.2",,"11.4",,,,"56.9","15.9","27.2"
"Ohtani, Shohei","660271","2023","132.0","3.14","R","2094","33","0.2",,"3.6","6","15.7","6.3",,"35.2",,,,"54.7","39.1","6.3"
"Irvin, Jake","663623","2023","121.0","4.61","R","2147","35.6",,"5.1","30.6","28.7",,,,,,,,"64.3","30.6","5.1"
"Sandoval, Patrick","663776","2023","144.2","4.11","L","2620","25.5","26.1","25.8","9","11.1",,,,"2.6",,,,"36.6","37.6","25.8"
"Singer, Brady","663903","2023","159.2","5.52","R","2612","0.2","42.1","6.3",,"51",,,,"0.5",,,,"51.1","42.6","6.3"
"Valdez, Framber","664285","2023","198.0","3.45","L","2950","0.1","8.7","15.7","25.3","46.8","3.4",,,,,,,"50.3","34","15.7"
"Javier, Cristian","664299","2023","162.0","4.56","R","2882","58.4","30","4.1","7.5",,,,,,,,,"58.4","37.5","4.1"
"Kremer, Dean","665152","2023","172.2","4.12","R","2925","37.1",,"12.3","8.9","14.5","23.9",,,"3.3",,,,"75.5","12.2","12.3"
"Garrett, Braxton","666129","2023","159.2","3.66","L","2479","7.5","25.8","8.8","8.4","31.7","17.7",,,,,,,"56.9","34.2","8.8"
"Luzardo, Jesús","666200","2023","178.2","3.58","L","2988","45.7","28.9","21",,"4","0.4",,,,,,,"50.2","28.9","21"
